,TSO_Hokkaido,TSO_Tohoku,TSO_Tokyo,TSO_Hokuriku,TSO_Chubu,TSO_Chugoku,TSO_Kansai,TSO_Shikoku,TSO_Kyushu,TSO_Okinawa
2019/10/1 4:00,-2.927,-7.57,-24.63,-2.886,-12.91,-6.115,-13.397,-2.75,-8.697,-0.8789
2019/10/1 5:00,-2.8,-7.55,-25.32,-2.834,-13.038,-6.085,-13.421,-2.81,-8.786,-0.8911
2019/10/1 6:00,-2.79,-7.7,-26.49,-2.787,-13.483,-6.001,-13.997,-2.77,-8.807,-0.9295
2019/10/1 7:00,-2.838,-8.12,-29.46,-2.887,-14.87,-6.324,-15.767,-2.9,-9.159,-1.0143
2019/10/1 8:00,-3.01,-8.75,-33.64,-3.293,-17.4,-7.15,-18.52,-3.43,-9.943,-1.1397
2019/10/1 9:00,-3.18,-9.65,-37.74,-3.658,-19.673,-7.96,-20.874,-3.85,-10.903,-1.2478
2019/10/1 10:00,-3.266,-10.11,-39.5,-3.818,-20.63,-8.154,-21.941,-4.03,-11.174,-1.3123
2019/10/1 11:00,-3.3,-10.41,-40.45,-3.918,-21.021,-8.321,-22.613,-4.11,-11.416,-1.3232
2019/10/1 12:00,-3.084,-10.01,-39.61,-3.743,-19.991,-8.063,-21.958,-4.03,-11.112,-1.34
2019/10/1 13:00,-3.281,-10.48,-41.52,-3.974,-21.425,-8.669,-23.249,-4.06,-11.527,-1.3601
2019/10/1 14:00,-3.332,-10.56,-41.98,-4.014,-21.599,-8.782,-23.263,-4.07,-11.667,-1.3665
2019/10/1 15:00,-3.369,-10.42,-41.47,-3.977,-20.951,-8.672,-22.811,-3.99,-11.557,-1.3576
2019/10/1 16:00,-3.504,-9.98,-40.61,-3.939,-20.383,-8.293,-22.459,-3.91,-11.573,-1.3262
2019/10/1 17:00,-3.654,-9.93,-39.78,-3.743,-19.503,-8.1,-21.326,-3.82,-11.509,-1.2634
2019/10/1 18:00,-3.635,-9.69,-38.99,-3.655,-18.955,-7.94,-20.739,-3.77,-11.521,-1.2876
2019/10/1 19:00,-3.47,-9.13,-36.84,-3.451,-17.775,-7.467,-19.719,-3.51,-11.093,-1.2879
2019/10/1 20:00,-3.251,-8.6,-34.75,-3.256,-16.844,-7.08,-18.648,-3.29,-10.475,-1.2426
2019/10/1 21:00,-3.069,-8.13,-32.69,-3.107,-16.084,-6.791,-17.648,-3.07,-9.973,-1.1793
2019/10/1 22:00,-2.867,-7.91,-31.15,-2.995,-15.453,-6.533,-16.638,-2.86,-9.565,-1.0974
2019/10/1 23:00,-2.763,-7.67,-29.03,-2.885,-14.734,-6.244,-15.614,-2.73,-9.097,-1.0195
2019/10/2 0:00,-2.639,-7.25,-26.63,-2.739,-13.663,-5.953,-14.089,-2.53,-8.435,-0.9412
2019/10/2 1:00,-2.582,-7.13,-25.03,-2.689,-12.966,-5.761,-13.203,-2.44,-8.083,-0.8904
2019/10/2 2:00,-2.733,-7.23,-24.37,-2.8,-12.754,-5.829,-13.185,-2.49,-8.161,-0.8751
2019/10/2 3:00,-2.862,-7.5,-24.51,-2.951,-12.896,-6.18,-13.582,-2.63,-8.563,-0.8758
2019/10/2 4:00,-2.906,-7.7,-24.82,-2.964,-12.996,-6.281,-13.688,-2.79,-8.931,-0.8731
2019/10/2 5:00,-2.816,-7.69,-25.42,-2.891,-13.12,-6.253,-13.649,-2.85,-9.036,-0.8865
2019/10/2 6:00,-2.818,-7.78,-26.57,-2.841,-13.622,-6.245,-14.236,-2.84,-9.016,-0.9093
2019/10/2 7:00,-2.875,-8.19,-29.44,-2.997,-14.895,-6.607,-15.735,-2.94,-9.364,-1.0029
2019/10/2 8:00,-3.142,-8.82,-33.56,-3.393,-17.511,-7.497,-18.148,-3.41,-10.357,-1.1617
2019/10/2 9:00,-3.32,-9.74,-37.49,-3.696,-19.51,-8.076,-20.052,-3.7,-11.299,-1.2578
2019/10/2 10:00,-3.303,-10.1,-39.29,-3.826,-19.914,-8.142,-20.439,-3.78,-11.901,-1.297
2019/10/2 11:00,-3.339,-10.41,-40.43,-3.944,-19.828,-8.106,-20.655,-3.83,-12.249,-1.3163
2019/10/2 12:00,-3.155,-10.01,-39.81,-3.805,-18.569,-7.758,-19.773,-3.7,-11.977,-1.3276
2019/10/2 13:00,-3.385,-10.62,-41.75,-4.002,-19.938,-8.254,-20.623,-3.9,-12.274,-1.3585
2019/10/2 14:00,-3.504,-10.73,-41.97,-3.994,-19.922,-8.262,-20.619,-3.8,-12.135,-1.3638
2019/10/2 15:00,-3.529,-10.56,-41.35,-3.949,-19.516,-8.119,-20.503,-3.71,-11.838,-1.3519
2019/10/2 16:00,-3.615,-10.15,-40.29,-3.881,-19.383,-8.063,-20.398,-3.74,-11.833,-1.3212
2019/10/2 17:00,-3.737,-10.01,-39.32,-3.761,-18.912,-7.819,-19.784,-3.62,-11.657,-1.2602
2019/10/2 18:00,-3.678,-9.71,-38.44,-3.656,-18.401,-7.702,-19.4,-3.56,-11.66,-1.281
2019/10/2 19:00,-3.5,-9.13,-36.4,-3.46,-17.4,-7.264,-18.48,-3.37,-11.22,-1.2794
2019/10/2 20:00,-3.287,-8.65,-34.36,-3.315,-16.502,-6.857,-17.441,-3.19,-10.624,-1.2355
2019/10/2 21:00,-3.087,-8.18,-32.4,-3.19,-15.843,-6.543,-16.538,-2.99,-10.091,-1.1674
2019/10/2 22:00,-2.967,-7.98,-30.81,-3.054,-15.228,-6.237,-15.73,-2.81,-9.684,-1.0853
2019/10/2 23:00,-2.899,-7.68,-28.8,-2.937,-14.577,-5.939,-14.841,-2.7,-9.192,-1.0063
2019/10/3 0:00,-2.709,-7.29,-26.55,-2.773,-13.513,-5.632,-13.589,-2.52,-8.517,-0.9208
2019/10/3 1:00,-2.696,-7.11,-25.03,-2.735,-12.845,-5.434,-12.812,-2.43,-8.116,-0.87
2019/10/3 2:00,-2.782,-7.24,-24.47,-2.816,-12.682,-5.525,-12.965,-2.5,-8.191,-0.8566
2019/10/3 3:00,-2.939,-7.52,-24.51,-2.986,-12.878,-5.906,-13.35,-2.65,-8.563,-0.8508
2019/10/3 4:00,-2.99,-7.68,-24.93,-2.998,-12.94,-6.126,-13.428,-2.8,-8.969,-0.8468
2019/10/3 5:00,-2.898,-7.67,-25.47,-2.911,-13.064,-6.096,-13.417,-2.85,-9.125,-0.8633
2019/10/3 6:00,-2.997,-7.8,-26.75,-2.867,-13.543,-6.058,-13.925,-2.86,-9.09,-0.8913
2019/10/3 7:00,-3.132,-8.23,-29.96,-3.047,-14.866,-6.411,-15.474,-3,-9.489,-0.985
2019/10/3 8:00,-3.355,-8.86,-34.19,-3.432,-17.32,-7.289,-17.786,-3.47,-10.512,-1.1352
2019/10/3 9:00,-3.567,-9.59,-37.95,-3.74,-19.22,-7.902,-19.442,-3.75,-11.657,-1.238
2019/10/3 10:00,-3.573,-9.82,-39.44,-3.827,-19.391,-8.042,-20.188,-3.88,-12.055,-1.2923
2019/10/3 11:00,-3.62,-9.94,-39.5,-3.871,-19.67,-7.99,-20.509,-3.88,-12.242,-1.319
2019/10/3 12:00,-3.398,-9.53,-38.21,-3.651,-18.568,-7.696,-19.227,-3.74,-11.652,-1.2821
2019/10/3 13:00,-3.668,-9.96,-40.04,-3.896,-19.51,-8.296,-20.065,-3.92,-11.922,-1.2735
2019/10/3 14:00,-3.664,-9.98,-40.29,-3.936,-19.58,-8.281,-19.849,-3.94,-11.829,-1.341
2019/10/3 15:00,-3.591,-9.84,-39.02,-3.888,-19.213,-8.181,-19.626,-3.92,-11.719,-1.3371
2019/10/3 16:00,-3.639,-9.97,-38.88,-3.845,-19.161,-8.051,-19.59,-3.98,-11.565,-1.3134
2019/10/3 17:00,-3.778,-9.94,-38.91,-3.677,-18.639,-7.761,-19.134,-3.83,-11.372,-1.2533
2019/10/3 18:00,-3.7,-9.6,-38.01,-3.622,-18.201,-7.671,-18.767,-3.75,-11.393,-1.2598
2019/10/3 19:00,-3.528,-9.12,-36.3,-3.448,-17.242,-7.242,-17.913,-3.53,-10.835,-1.2534
2019/10/3 20:00,-3.309,-8.64,-34.44,-3.311,-16.344,-6.807,-16.934,-3.34,-10.261,-1.203
2019/10/3 21:00,-3.137,-8.2,-32.69,-3.197,-15.626,-6.499,-16.197,-3.12,-9.648,-1.136
2019/10/3 22:00,-2.973,-8.02,-31.35,-3.061,-14.959,-6.256,-15.496,-2.89,-9.231,-1.0557
2019/10/3 23:00,-2.853,-7.78,-29.46,-2.972,-14.374,-6.011,-14.725,-2.76,-8.771,-0.9798
2019/10/4 0:00,-2.697,-7.36,-27.26,-2.803,-13.459,-5.716,-13.588,-2.55,-8.021,-0.9004
2019/10/4 1:00,-2.644,-7.23,-25.69,-2.758,-12.882,-5.471,-12.959,-2.45,-7.692,-0.8495
2019/10/4 2:00,-2.754,-7.41,-25.06,-2.855,-12.706,-5.632,-12.998,-2.51,-7.851,-0.8407
2019/10/4 3:00,-2.952,-7.65,-25.14,-2.979,-12.856,-6.034,-13.37,-2.65,-8.274,-0.8387
2019/10/4 4:00,-2.978,-7.78,-25.54,-2.995,-12.944,-6.252,-13.438,-2.81,-8.655,-0.835
2019/10/4 5:00,-2.913,-7.8,-26.29,-2.928,-13.064,-6.247,-13.395,-2.86,-8.81,-0.8488
2019/10/4 6:00,-2.956,-8.01,-28.3,-2.93,-13.526,-6.234,-13.856,-2.85,-8.729,-0.8755
2019/10/4 7:00,-3.127,-8.36,-31.78,-3.082,-14.799,-6.537,-15.514,-2.96,-9.015,-0.9631
2019/10/4 8:00,-3.45,-9.09,-35.75,-3.418,-17.481,-7.161,-17.893,-3.42,-9.812,-1.1081
2019/10/4 9:00,-3.654,-9.83,-38.27,-3.69,-19.316,-7.697,-19.69,-3.78,-10.815,-1.2027
2019/10/4 10:00,-3.64,-10.03,-39.52,-3.729,-19.647,-7.88,-20.192,-3.9,-11.506,-1.2499
2019/10/4 11:00,-3.643,-10.14,-40.8,-3.709,-19.496,-7.829,-20.195,-3.98,-11.801,-1.2659
2019/10/4 12:00,-3.36,-9.52,-39.78,-3.449,-18.4,-7.541,-19.397,-3.88,-11.658,-1.2847
2019/10/4 13:00,-3.535,-9.98,-42.19,-3.656,-19.475,-8.031,-20.452,-4.05,-12.118,-1.2965
2019/10/4 14:00,-3.542,-10.02,-41.76,-3.662,-19.593,-7.999,-20.552,-3.98,-12.121,-1.299
2019/10/4 15:00,-3.515,-9.92,-40.56,-3.588,-18.884,-7.892,-20.076,-3.86,-12.079,-1.2535
2019/10/4 16:00,-3.587,-10.03,-40.02,-3.538,-18.491,-7.661,-19.637,-3.81,-11.899,-1.2286
2019/10/4 17:00,-3.641,-9.78,-39.49,-3.445,-17.592,-7.271,-18.643,-3.59,-11.48,-1.1763
2019/10/4 18:00,-3.546,-9.44,-38.57,-3.351,-17.071,-7.223,-18.182,-3.52,-11.292,-1.179
2019/10/4 19:00,-3.41,-8.97,-36.64,-3.177,-16.07,-6.836,-17.263,-3.3,-10.747,-1.1642
2019/10/4 20:00,-3.192,-8.49,-34.57,-3.065,-15.36,-6.536,-16.321,-3.09,-10.076,-1.1187
2019/10/4 21:00,-2.993,-8.03,-32.63,-2.944,-14.714,-6.216,-15.559,-2.88,-9.453,-1.0594
2019/10/4 22:00,-2.825,-7.88,-31.33,-2.842,-14.37,-6.079,-14.92,-2.68,-9.029,-0.9912
2019/10/4 23:00,-2.737,-7.58,-29.49,-2.73,-13.792,-5.824,-14.064,-2.57,-8.552,-0.9224
2019/10/5 0:00,-2.652,-7.16,-27.18,-2.623,-12.851,-5.563,-12.978,-2.4,-7.816,-0.8521
2019/10/5 1:00,-2.651,-7.01,-25.48,-2.564,-12.158,-5.325,-12.285,-2.3,-7.475,-0.808
2019/10/5 2:00,-2.732,-7.1,-24.75,-2.668,-12.028,-5.401,-12.417,-2.37,-7.614,-0.7899
2019/10/5 3:00,-2.863,-7.28,-24.64,-2.826,-12.209,-5.722,-12.817,-2.54,-7.904,-0.7827
2019/10/5 4:00,-2.885,-7.36,-24.72,-2.838,-12.063,-5.858,-12.908,-2.69,-8.301,-0.7762
2019/10/5 5:00,-2.773,-7.22,-24.77,-2.727,-11.779,-5.788,-12.656,-2.72,-8.332,-0.7773
2019/10/5 6:00,-2.746,-7.17,-24.82,-2.554,-11.744,-5.497,-12.457,-2.6,-7.941,-0.7736
2019/10/5 7:00,-2.824,-7.33,-26.53,-2.556,-12.269,-5.516,-13.185,-2.56,-7.988,-0.8365
2019/10/5 8:00,-2.926,-8.04,-29.49,-2.666,-13.269,-5.711,-14.437,-2.76,-8.388,-0.9429
2019/10/5 9:00,-3.029,-8.62,-32.57,-2.783,-14.062,-6.013,-15.609,-3,-9.055,-1.0277
2019/10/5 10:00,-3.091,-8.74,-34.28,-2.849,-14.429,-6.196,-16.122,-3.08,-9.745,-1.0689
2019/10/5 11:00,-3.108,-8.87,-35.09,-2.872,-14.7,-6.312,-16.141,-3.17,-10.219,-1.0899
2019/10/5 12:00,-2.967,-8.68,-35.53,-2.79,-14.544,-6.278,-15.993,-3.16,-10.288,-1.1057
2019/10/5 13:00,-3.105,-8.68,-36.3,-2.816,-14.919,-6.553,-16.456,-3.27,-10.418,-1.1128
2019/10/5 14:00,-3.111,-8.63,-36.51,-2.803,-15.022,-6.61,-16.436,-3.23,-10.501,-1.1159
2019/10/5 15:00,-3.08,-8.35,-36.06,-2.777,-14.785,-6.615,-16.378,-3.18,-10.512,-1.1095
2019/10/5 16:00,-3.19,-8.44,-35.21,-2.778,-14.543,-6.602,-16.361,-3.22,-10.331,-1.1044
2019/10/5 17:00,-3.369,-8.74,-35.21,-2.797,-14.285,-6.518,-16.095,-3.08,-10.092,-1.078
2019/10/5 18:00,-3.348,-8.68,-35.01,-2.816,-14.325,-6.574,-16.213,-3.07,-10.285,-1.0972
2019/10/5 19:00,-3.26,-8.41,-33.8,-2.728,-13.662,-6.432,-15.703,-2.94,-9.947,-1.0982
2019/10/5 20:00,-3.09,-8.12,-32.35,-2.65,-13.051,-6.064,-14.957,-2.8,-9.423,-1.0605
2019/10/5 21:00,-2.888,-7.68,-30.38,-2.516,-12.319,-5.848,-14.208,-2.62,-8.877,-1.0077
2019/10/5 22:00,-2.774,-7.22,-28.8,-2.431,-11.728,-5.617,-13.487,-2.46,-8.418,-0.9804
2019/10/5 23:00,-2.696,-6.94,-27.11,-2.358,-11.352,-5.243,-12.951,-2.39,-7.966,-0.9274
2019/10/6 0:00,-2.564,-6.57,-25,-2.261,-10.546,-5.07,-11.867,-2.24,-7.376,-0.8595
2019/10/6 1:00,-2.525,-6.48,-23.48,-2.247,-10.128,-4.897,-11.348,-2.17,-7.111,-0.8164
2019/10/6 2:00,-2.665,-6.63,-22.79,-2.39,-10.256,-5.079,-11.531,-2.25,-7.289,-0.7986
2019/10/6 3:00,-2.835,-6.89,-22.9,-2.551,-10.583,-5.395,-12.011,-2.42,-7.662,-0.7985
2019/10/6 4:00,-2.84,-7.01,-23.11,-2.566,-10.802,-5.63,-12.122,-2.57,-7.987,-0.7951
2019/10/6 5:00,-2.673,-6.91,-23.18,-2.456,-10.596,-5.485,-11.873,-2.57,-7.953,-0.7907
2019/10/6 6:00,-2.52,-6.82,-23.49,-2.276,-10.338,-5.192,-11.618,-2.42,-7.446,-0.7647
2019/10/6 7:00,-2.462,-6.96,-24.92,-2.253,-10.709,-5.162,-12.147,-2.33,-7.473,-0.8042
2019/10/6 8:00,-2.44,-7.13,-26.56,-2.316,-11.453,-5.298,-13.01,-2.46,-7.651,-0.8959
2019/10/6 9:00,-2.581,-7.35,-27.97,-2.365,-12.252,-5.396,-13.603,-2.6,-8.13,-0.9695
2019/10/6 10:00,-2.656,-7.46,-28.43,-2.395,-12.644,-5.491,-14.086,-2.69,-8.489,-1.0005
2019/10/6 11:00,-2.677,-7.65,-28.1,-2.455,-12.926,-5.606,-14.198,-2.76,-8.821,-1.0193
2019/10/6 12:00,-2.554,-7.69,-28.07,-2.466,-12.965,-5.702,-14.345,-2.87,-8.894,-1.0363
2019/10/6 13:00,-2.483,-7.56,-27.86,-2.446,-13.024,-5.715,-14.389,-2.82,-8.794,-1.0596
2019/10/6 14:00,-2.499,-7.68,-27.61,-2.418,-12.882,-5.613,-14.439,-2.76,-8.658,-1.0607
2019/10/6 15:00,-2.6,-7.7,-28.15,-2.436,-12.645,-5.458,-14.136,-2.72,-8.709,-1.0704
2019/10/6 16:00,-2.838,-7.65,-28.45,-2.488,-12.613,-5.573,-14.178,-2.74,-8.92,-1.0774
2019/10/6 17:00,-3.182,-8.29,-30.27,-2.623,-13.186,-5.805,-14.689,-2.79,-9.171,-1.0602
2019/10/6 18:00,-3.233,-8.32,-30.64,-2.703,-13.305,-6.125,-15.164,-2.89,-9.585,-1.1116
2019/10/6 19:00,-3.167,-8.15,-29.87,-2.625,-12.985,-5.955,-14.762,-2.79,-9.345,-1.1258
2019/10/6 20:00,-3.029,-7.8,-28.78,-2.529,-12.477,-5.691,-14.272,-2.67,-8.862,-1.0884
2019/10/6 21:00,-2.865,-7.4,-27.41,-2.421,-11.91,-5.403,-13.588,-2.52,-8.326,-1.0421
2019/10/6 22:00,-2.711,-7,-26,-2.353,-11.328,-5.169,-12.854,-2.36,-7.927,-0.9741
2019/10/6 23:00,-2.632,-6.75,-24.65,-2.282,-10.849,-4.819,-12.224,-2.3,-7.589,-0.91
2019/10/7 0:00,-2.479,-6.48,-23.11,-2.207,-10.272,-4.687,-11.321,-2.17,-7.026,-0.8426
2019/10/7 1:00,-2.487,-6.41,-21.99,-2.213,-9.891,-4.569,-10.85,-2.11,-6.808,-0.801
2019/10/7 2:00,-2.623,-6.63,-21.7,-2.378,-10.085,-4.758,-11.166,-2.21,-7.041,-0.7867
2019/10/7 3:00,-2.784,-6.99,-22.06,-2.577,-10.473,-5.327,-11.89,-2.43,-7.601,-0.8
2019/10/7 4:00,-2.85,-7.11,-22.57,-2.657,-10.734,-5.577,-12.067,-2.61,-8.03,-0.8012
2019/10/7 5:00,-2.814,-7.17,-23.3,-2.607,-11.118,-5.7,-12.092,-2.66,-8.154,-0.8145
2019/10/7 6:00,-2.83,-7.32,-24.47,-2.554,-11.911,-5.637,-12.513,-2.64,-8.127,-0.8374
2019/10/7 7:00,-2.949,-7.71,-27.38,-2.656,-13.308,-5.79,-13.711,-2.69,-8.377,-0.9228
2019/10/7 8:00,-3.155,-8.27,-30.92,-2.948,-15.476,-6.474,-15.781,-3.04,-9.099,-1.042
2019/10/7 9:00,-3.293,-8.93,-33.63,-3.196,-16.91,-6.927,-17.413,-3.36,-9.957,-1.132
2019/10/7 10:00,-3.441,-9.04,-34.82,-3.306,-17.433,-7.05,-18.202,-3.49,-10.425,-1.168
2019/10/7 11:00,-3.5,-9.18,-34.61,-3.433,-17.527,-7.106,-18.57,-3.5,-10.603,-1.1967
2019/10/7 12:00,-3.247,-8.71,-34.05,-3.216,-16.279,-6.827,-17.769,-3.41,-10.311,-1.1925
2019/10/7 13:00,-3.43,-9.21,-35.84,-3.394,-17.481,-7.31,-18.998,-3.61,-10.725,-1.2164
2019/10/7 14:00,-3.425,-9.33,-35.67,-3.461,-17.608,-7.264,-19.315,-3.58,-10.872,-1.2185
2019/10/7 15:00,-3.424,-9.34,-35.43,-3.432,-17.352,-7.291,-19.025,-3.56,-10.89,-1.2134
2019/10/7 16:00,-3.528,-9.43,-35.7,-3.45,-17.501,-7.273,-18.958,-3.54,-10.835,-1.1977
2019/10/7 17:00,-3.681,-9.44,-36.01,-3.403,-17.165,-7.144,-18.379,-3.43,-10.685,-1.1405
2019/10/7 18:00,-3.626,-9.2,-35.15,-3.334,-16.775,-7.079,-17.909,-3.4,-10.866,-1.1565
2019/10/7 19:00,-3.474,-8.69,-33.46,-3.165,-15.87,-6.701,-16.968,-3.23,-10.353,-1.1484
2019/10/7 20:00,-3.249,-8.16,-31.72,-3.057,-15.063,-6.398,-16.084,-3.05,-9.795,-1.107
2019/10/7 21:00,-3.049,-7.74,-30.16,-2.967,-14.502,-6.108,-15.391,-2.87,-9.29,-1.0478
2019/10/7 22:00,-2.852,-7.63,-29.12,-2.851,-14.09,-5.771,-14.848,-2.68,-8.928,-1.0007
2019/10/7 23:00,-2.743,-7.33,-27.41,-2.776,-13.538,-5.527,-14.079,-2.6,-8.392,-0.9475
2019/10/8 0:00,-2.607,-6.94,-25.46,-2.639,-12.714,-5.282,-12.995,-2.44,-7.809,-0.8779
2019/10/8 1:00,-2.599,-6.9,-24.05,-2.649,-12.196,-5.154,-12.31,-2.37,-7.526,-0.8366
2019/10/8 2:00,-2.732,-7.09,-23.64,-2.792,-12.17,-5.355,-12.518,-2.46,-7.666,-0.8271
2019/10/8 3:00,-2.919,-7.39,-23.93,-2.958,-12.508,-5.755,-13.087,-2.65,-8.118,-0.8312
2019/10/8 4:00,-3.009,-7.5,-24.36,-2.966,-12.677,-5.946,-13.265,-2.82,-8.502,-0.8351
2019/10/8 5:00,-2.956,-7.49,-24.99,-2.872,-12.738,-5.845,-13.176,-2.85,-8.575,-0.8409
2019/10/8 6:00,-3.015,-7.71,-26.27,-2.814,-13.262,-5.937,-13.663,-2.82,-8.561,-0.8677
2019/10/8 7:00,-3.16,-8.11,-29.16,-2.949,-14.323,-6.371,-15.119,-2.85,-8.739,-0.9535
2019/10/8 8:00,-3.375,-8.73,-32.57,-3.308,-16.65,-7.015,-17.327,-3.31,-9.337,-1.0693
2019/10/8 9:00,-3.61,-9.33,-35.37,-3.571,-17.972,-7.322,-19.093,-3.59,-9.947,-1.1356
2019/10/8 10:00,-3.603,-9.38,-36.27,-3.597,-18.362,-7.385,-19.448,-3.58,-10.308,-1.1962
2019/10/8 11:00,-3.624,-9.37,-36.38,-3.619,-18.224,-7.271,-19.235,-3.5,-10.572,-1.1987
2019/10/8 12:00,-3.358,-8.76,-35.23,-3.351,-16.89,-6.74,-17.895,-3.41,-10.06,-1.1753
2019/10/8 13:00,-3.576,-9.38,-37.32,-3.538,-18.016,-7.283,-18.859,-3.6,-10.185,-1.2076
2019/10/8 14:00,-3.56,-9.59,-37.12,-3.555,-18.198,-7.231,-18.746,-3.51,-10.179,-1.2141
2019/10/8 15:00,-3.562,-9.39,-36.4,-3.493,-17.927,-7.084,-18.413,-3.41,-10.091,-1.2072
2019/10/8 16:00,-3.658,-9.51,-36.76,-3.476,-17.883,-6.998,-18.306,-3.4,-10.22,-1.1926
2019/10/8 17:00,-3.734,-9.46,-37.2,-3.422,-17.5,-6.915,-17.886,-3.33,-10.061,-1.1334
2019/10/8 18:00,-3.641,-9.14,-36.28,-3.34,-16.945,-6.973,-17.571,-3.31,-10.159,-1.1497
2019/10/8 19:00,-3.488,-8.6,-34.51,-3.172,-16.048,-6.605,-16.585,-3.12,-9.695,-1.1416
2019/10/8 20:00,-3.272,-8.18,-32.7,-3.049,-15.197,-6.27,-15.741,-2.93,-9.182,-1.1004
2019/10/8 21:00,-3.051,-7.72,-31.04,-2.941,-14.724,-6.044,-14.98,-2.75,-8.676,-1.0452
2019/10/8 22:00,-2.861,-7.52,-29.76,-2.877,-14.14,-5.826,-14.291,-2.58,-8.303,-0.9746
2019/10/8 23:00,-2.786,-7.22,-27.91,-2.778,-13.593,-5.67,-13.499,-2.48,-7.968,-0.9149
2019/10/9 0:00,-2.644,-6.81,-25.65,-2.658,-12.619,-5.447,-12.435,-2.33,-7.374,-0.8444
2019/10/9 1:00,-2.659,-6.71,-24.18,-2.625,-12.107,-5.344,-11.896,-2.25,-7.142,-0.8007
2019/10/9 2:00,-2.785,-6.89,-23.62,-2.779,-12.043,-5.541,-12.175,-2.35,-7.408,-0.7913
2019/10/9 3:00,-2.912,-7.18,-23.86,-2.97,-12.307,-5.941,-12.805,-2.56,-7.942,-0.7985
2019/10/9 4:00,-2.965,-7.35,-24.23,-2.992,-12.519,-6.095,-12.961,-2.76,-8.353,-0.8009
2019/10/9 5:00,-2.901,-7.35,-24.84,-2.914,-12.683,-6.155,-12.908,-2.8,-8.438,-0.807
2019/10/9 6:00,-2.878,-7.48,-25.72,-2.848,-13.113,-6.02,-13.067,-2.73,-8.287,-0.8354
2019/10/9 7:00,-2.99,-7.8,-27.52,-2.84,-13.928,-6.04,-14.057,-2.7,-8.245,-0.8919
2019/10/9 8:00,-3.251,-8.39,-30.54,-3.08,-15.817,-6.433,-15.758,-2.99,-8.543,-0.9939
2019/10/9 9:00,-3.551,-9.05,-33.32,-3.272,-17.072,-6.739,-16.981,-3.26,-9.146,-1.0715
2019/10/9 10:00,-3.425,-9.24,-34.32,-3.302,-17.242,-6.752,-17.296,-3.35,-9.631,-1.0858
2019/10/9 11:00,-3.416,-9.29,-34.55,-3.331,-17.411,-6.814,-17.48,-3.39,-9.995,-1.1205
2019/10/9 12:00,-3.172,-8.69,-33.44,-3.123,-16.324,-6.429,-16.587,-3.24,-9.636,-1.0951
2019/10/9 13:00,-3.269,-9.12,-35.02,-3.323,-17.546,-6.983,-17.49,-3.43,-10.015,-1.101
2019/10/9 14:00,-3.245,-9.28,-35.26,-3.364,-17.777,-7.105,-17.548,-3.4,-10.142,-1.1316
2019/10/9 15:00,-3.23,-9.04,-35.1,-3.336,-17.551,-7.121,-17.47,-3.33,-10.052,-1.1135
2019/10/9 16:00,-3.432,-8.93,-34.9,-3.358,-17.467,-7.139,-17.517,-3.38,-10.181,-1.098
2019/10/9 17:00,-3.631,-9.11,-35.06,-3.311,-16.903,-6.954,-17.078,-3.23,-10.025,-1.0512
2019/10/9 18:00,-3.548,-8.97,-34.41,-3.287,-16.56,-6.984,-16.821,-3.23,-10.101,-1.0691
2019/10/9 19:00,-3.449,-8.59,-32.79,-3.142,-15.647,-6.602,-16.041,-3.06,-9.65,-1.067
2019/10/9 20:00,-3.243,-8.19,-31.18,-3.035,-15.002,-6.412,-15.18,-2.9,-9.171,-1.0328
2019/10/9 21:00,-3.078,-7.8,-29.59,-2.94,-14.458,-6.077,-14.536,-2.71,-8.565,-0.9853
2019/10/9 22:00,-2.888,-7.67,-28.5,-2.85,-13.993,-5.853,-13.885,-2.53,-8.163,-0.9209
2019/10/9 23:00,-2.774,-7.39,-26.81,-2.758,-13.379,-5.668,-13.228,-2.43,-7.81,-0.8635
2019/10/10 0:00,-2.586,-7.06,-24.75,-2.621,-12.613,-5.491,-12.299,-2.3,-7.287,-0.8017
2019/10/10 1:00,-2.622,-6.99,-23.4,-2.627,-12.054,-5.416,-11.689,-2.24,-7.039,-0.7611
2019/10/10 2:00,-2.783,-7.24,-23.12,-2.808,-12.029,-5.608,-12.073,-2.36,-7.298,-0.754
2019/10/10 3:00,-2.931,-7.58,-23.38,-2.988,-12.354,-6.031,-12.671,-2.59,-7.885,-0.7592
2019/10/10 4:00,-3.013,-7.75,-23.85,-3.033,-12.508,-6.325,-12.856,-2.77,-8.267,-0.7625
2019/10/10 5:00,-2.953,-7.79,-24.55,-2.947,-12.689,-6.237,-12.687,-2.8,-8.328,-0.775
2019/10/10 6:00,-2.877,-7.97,-25.35,-2.886,-12.97,-6.157,-12.923,-2.73,-8.237,-0.7943
2019/10/10 7:00,-2.793,-8.21,-27.25,-2.87,-14.039,-6.133,-13.977,-2.71,-8.205,-0.8601
2019/10/10 8:00,-2.958,-8.69,-30.39,-3.098,-15.975,-6.461,-15.753,-2.97,-8.51,-0.9734
2019/10/10 9:00,-3.118,-9.38,-33.18,-3.29,-17.423,-6.81,-17.249,-3.21,-9.253,-1.0657
2019/10/10 10:00,-3.156,-9.5,-34.37,-3.372,-17.703,-6.924,-17.85,-3.33,-9.724,-1.084
2019/10/10 11:00,-3.186,-9.58,-34.6,-3.441,-18.002,-7.014,-18.318,-3.4,-10.092,-1.088
